0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2349,重庆,2016-05-04,2016年05月04日,3,70,188,48,84,11,44,0.83,68,多云/晴,无持续风向≤3级/无持续风向≤3级,23℃/33℃,23,33
2348,重庆,2016-05-03,2016年05月03日,3,92,343,68,113,13,51,0.97,76,晴/阴,无持续风向≤3级/无持续风向≤3级,21℃/31℃,21,31
2347,重庆,2016-05-02,2016年05月02日,3,100,325,74,108,11,49,0.94,63,多云/晴,无持续风向≤3级/无持续风向≤3级,20℃/28℃,20,28
2346,重庆,2016-05-01,2016年05月01日,3,97,274,72,112,13,60,0.93,39,多云/多云,无持续风向≤3级/无持续风向≤3级,20℃/28℃,20,28
2407,重庆,2016-04-30,2016年04月30日,3,90,249,66,90,11,51,0.84,44,阴/阴,无持续风向≤3级/无持续风向≤3级,19℃/26℃,19,26
2406,重庆,2016-04-29,2016年04月29日,3,94,261,69,90,9,52,0.82,41,阴/阵雨,无持续风向≤3级/无持续风向≤3级,20℃/25℃,20,25
2405,重庆,2016-04-28,2016年04月28日,4,113,347,84,126,14,65,0.95,55,多云/阴,无持续风向≤3级/无持续风向≤3级,20℃/26℃,20,26
2404,重庆,2016-04-27,2016年04月27日,3,84,290,61,93,11,57,0.99,57,多云/多云,无持续风向≤3级/无持续风向≤3级,19℃/26℃,19,26
2403,重庆,2016-04-26,2016年04月26日,3,79,269,57,77,11,48,0.89,27,阴/多云,无持续风向≤3级/无持续风向≤3级,16℃/24℃,16,24
2402,重庆,2016-04-25,2016年04月25日,3,61,160,43,56,7,46,0.81,20,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,16℃/22℃,16,22
2401,重庆,2016-04-24,2016年04月24日,3,74,222,53,70,8,50,0.77,21,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,16℃/21℃,16,21
2400,重庆,2016-04-23,2016年04月23日,3,53,144,36,50,7,35,0.62,41,阴/阵雨,无持续风向≤3级/无持续风向≤3级,17℃/23℃,17,23
2399,重庆,2016-04-22,2016年04月22日,3,58,127,40,56,10,46,0.81,13,中雨/阴,无持续风向≤3级/无持续风向≤3级,16℃/20℃,16,20
2398,重庆,2016-04-21,2016年04月21日,2,48,69,30,47,7,40,0.66,25,小雨/中雨,无持续风向≤3级/无持续风向≤3级,16℃/21℃,16,21
2397,重庆,2016-04-20,2016年04月20日,2,48,89,31,49,7,35,0.61,44,阵雨/阴,无持续风向≤3级/无持续风向≤3级,15℃/23℃,15,23
2396,重庆,2016-04-19,2016年04月19日,3,58,140,26,64,13,50,0.65,47,多云/中雨,无持续风向≤3级/无持续风向≤3级,18℃/25℃,18,25
2395,重庆,2016-04-18,2016年04月18日,2,49,111,24,47,9,38,0.57,53,晴/阴,无持续风向≤3级/无持续风向≤3级,14℃/26℃,14,26
2394,重庆,2016-04-17,2016年04月17日,2,39,32,21,36,6,31,0.45,62,阵雨/多云,无持续风向≤3级/无持续风向≤3级,14℃/23℃,14,23
2393,重庆,2016-04-16,2016年04月16日,2,38,23,15,33,9,33,0.42,74,多云/雷阵雨,无持续风向≤3级/无持续风向≤3级,15℃/27℃,15,27
2392,重庆,2016-04-15,2016年04月15日,2,50,70,34,49,8,33,0.71,33,阴/阵雨,无持续风向≤3级/无持续风向≤3级,16℃/22℃,16,22
2391,重庆,2016-04-14,2016年04月14日,3,53,82,36,54,9,46,0.73,25,阴/阴,无持续风向≤3级/无持续风向≤3级,18℃/22℃,18,22
2390,重庆,2016-04-13,2016年04月13日,3,71,158,51,79,14,51,0.93,45,多云/雷阵雨,无持续风向≤3级/无持续风向≤3级,19℃/25℃,19,25
2389,重庆,2016-04-12,2016年04月12日,3,52,68,32,54,10,56,0.78,34,中雨/多云,无持续风向≤3级/无持续风向≤3级,17℃/25℃,17,25
2388,重庆,2016-04-11,2016年04月11日,3,53,95,30,49,11,44,0.84,54,多云/阵雨,无持续风向≤3级/无持续风向≤3级,18℃/27℃,18,27
2387,重庆,2016-04-10,2016年04月10日,2,33,23,22,32,7,42,0.79,32,阴/多云,无持续风向≤3级/无持续风向≤3级,17℃/24℃,17,24
2386,重庆,2016-04-09,2016年04月09日,2,36,37,24,35,6,42,0.77,25,阵雨/阴,无持续风向≤3级/无持续风向≤3级,16℃/22℃,16,22
2385,重庆,2016-04-08,2016年04月08日,3,59,154,40,60,9,57,1.03,19,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,17℃/21℃,17,21
2384,重庆,2016-04-07,2016年04月07日,3,56,168,39,55,9,46,0.89,34,多云/阵雨,无持续风向≤3级/无持续风向≤3级,18℃/25℃,18,25
2383,重庆,2016-04-06,2016年04月06日,2,35,49,23,33,7,40,0.86,19,阵雨/阴,无持续风向≤3级/无持续风向≤3级,16℃/20℃,16,20
2382,重庆,2016-04-05,2016年04月05日,2,36,20,17,33,16,40,0.8,40,阴/阵雨,无持续风向≤3级/无持续风向≤3级,18℃/23℃,18,23
2381,重庆,2016-04-04,2016年04月04日,3,68,227,43,62,12,39,0.88,59,多云/雷阵雨,无持续风向≤3级/无持续风向≤3级,19℃/29℃,19,29
2380,重庆,2016-04-03,2016年04月03日,4,107,340,80,109,14,65,1.12,56,多云/晴,无持续风向≤3级/无持续风向≤3级,17℃/26℃,17,26
2379,重庆,2016-04-02,2016年04月02日,4,118,305,88,134,25,78,1.28,24,阴/阴,无持续风向≤3级/无持续风向≤3级,18℃/24℃,18,24
2378,重庆,2016-04-01,2016年04月01日,3,95,223,71,114,18,77,1.3,19,多云/阵雨,无持续风向≤3级/无持续风向≤3级,17℃/24℃,17,24
2439,重庆,2016-03-31,2016年03月31日,3,82,188,60,82,13,59,0.86,29,多云/多云,无持续风向≤3级/无持续风向≤3级,14℃/22℃,14,22
2438,重庆,2016-03-30,2016年03月30日,3,91,226,67,85,11,50,0.82,31,多云/多云,无持续风向≤3级/无持续风向≤3级,12℃/19℃,12,19
2437,重庆,2016-03-29,2016年03月29日,4,109,322,81,114,17,59,1.01,20,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,14℃/19℃,14,19
2436,重庆,2016-03-28,2016年03月28日,3,61,63,39,70,18,61,0.84,39,阴/阵雨,无持续风向≤3级/无持续风向≤3级,14℃/19℃,14,19
2435,重庆,2016-03-27,2016年03月27日,3,80,221,57,87,16,59,0.92,51,多云/多云,无持续风向≤3级/无持续风向≤3级,12℃/23℃,12,23
2434,重庆,2016-03-26,2016年03月26日,3,73,202,53,73,12,54,0.88,59,晴/多云,无持续风向≤3级/无持续风向≤3级,11℃/21℃,11,21
2433,重庆,2016-03-25,2016年03月25日,3,75,275,54,74,11,48,0.87,58,晴/晴,无持续风向≤3级/无持续风向≤3级,11℃/20℃,11,20
2432,重庆,2016-03-24,2016年03月24日,3,59,210,37,50,8,34,0.72,76,阵雨/多云,无持续风向≤3级/无持续风向≤3级,10℃/15℃,10,15
2431,重庆,2016-03-23,2016年03月23日,2,27,15,15,22,6,30,0.84,47,中雨/小雨,无持续风向≤3级/无持续风向≤3级,12℃/14℃,12,14
2430,重庆,2016-03-22,2016年03月22日,2,38,49,25,36,9,42,0.96,29,小雨/中雨,无持续风向≤3级/无持续风向≤3级,14℃/18℃,14,18
2429,重庆,2016-03-21,2016年03月21日,2,41,43,26,40,13,46,0.9,48,阴/阵雨,无持续风向≤3级/无持续风向≤3级,15℃/18℃,15,18
2428,重庆,2016-03-20,2016年03月20日,3,66,88,47,70,12,55,0.98,44,阴/阴,无持续风向≤3级/无持续风向≤3级,15℃/21℃,15,21
2427,重庆,2016-03-19,2016年03月19日,3,95,194,70,117,20,74,1.1,42,多云/阵雨,无持续风向≤3级/无持续风向≤3级,16℃/24℃,16,24
2426,重庆,2016-03-18,2016年03月18日,4,128,238,96,140,22,57,1.08,67,多云/晴,无持续风向≤3级/无持续风向≤3级,15℃/23℃,15,23
2425,重庆,2016-03-17,2016年03月17日,3,95,183,71,109,24,61,1.04,45,阴/多云,无持续风向≤3级/无持续风向≤3级,13℃/20℃,13,20
2424,重庆,2016-03-16,2016年03月16日,3,86,176,63,104,23,64,0.99,48,多云/阵雨,无持续风向≤3级/无持续风向≤3级,14℃/20℃,14,20
2423,重庆,2016-03-15,2016年03月15日,3,72,93,50,90,20,54,0.79,63,阴/多云,无持续风向≤3级/无持续风向≤3级,14℃/16℃,14,16
2422,重庆,2016-03-14,2016年03月14日,3,75,141,52,84,20,53,0.82,42,阴/阴,无持续风向≤3级/无持续风向≤3级,12℃/16℃,12,16
2421,重庆,2016-03-13,2016年03月13日,3,93,246,69,94,16,48,0.86,33,阴/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2420,重庆,2016-03-12,2016年03月12日,3,66,113,47,67,17,39,0.75,46,多云/阵雨,无持续风向≤3级/无持续风向≤3级,12℃/16℃,12,16
2419,重庆,2016-03-11,2016年03月11日,2,49,87,33,46,20,35,0.72,48,多云/多云,无持续风向≤3级/无持续风向≤3级,9℃/15℃,9,15
2418,重庆,2016-03-10,2016年03月10日,2,28,41,16,22,10,27,0.61,42,阵雨/阴,无持续风向≤3级/无持续风向≤3级,7℃/12℃,7,12
2417,重庆,2016-03-09,2016年03月09日,2,25,12,9,14,7,22,0.8,51,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,9℃/14℃,9,14
2416,重庆,2016-03-08,2016年03月08日,2,48,99,34,45,9,36,0.93,24,阵雨/阵雨,无持续风向≤3级/无持续风向≤3级,11℃/21℃,11,21
2415,重庆,2016-03-07,2016年03月07日,3,59,84,37,65,16,40,0.83,52,阴/阵雨,无持续风向≤3级/无持续风向≤3级,17℃/23℃,17,23
2414,重庆,2016-03-06,2016年03月06日,3,63,67,41,61,19,33,0.84,64,晴/多云,无持续风向≤3级/无持续风向≤3级,17℃/25℃,17,25
2413,重庆,2016-03-05,2016年03月05日,4,132,222,100,140,27,61,1.29,41,多云/晴,无持续风向≤3级/无持续风向≤3级,14℃/22℃,14,22
2412,重庆,2016-03-04,2016年03月04日,4,133,235,100,146,20,74,1.29,30,多云/阴,无持续风向≤3级/无持续风向≤3级,14℃/23℃,14,23
2411,重庆,2016-03-03,2016年03月03日,4,147,296,111,166,26,70,1.25,52,多云/多云,无持续风向≤3级/无持续风向≤3级,13℃/22℃,13,22
2410,重庆,2016-03-02,2016年03月02日,4,137,305,104,167,30,91,1.37,37,多云/多云,无持续风向≤3级/无持续风向≤3级,14℃/22℃,14,22
2409,重庆,2016-03-01,2016年03月01日,3,92,231,67,114,18,67,1.07,64,多云/多云,无持续风向≤3级/无持续风向≤3级,13℃/23℃,13,23
2469,重庆,2016-02-29,2016年02月29日,4,105,301,78,122,19,66,1.08,58,晴/多云,无持续风向≤3级/无持续风向≤3级,11℃/23℃,11,23
2468,重庆,2016-02-28,2016年02月28日,3,93,242,69,105,14,68,1.03,46,晴/晴,无持续风向≤3级/无持续风向≤3级,11℃/21℃,11,21
2467,重庆,2016-02-27,2016年02月27日,3,81,228,59,89,13,56,0.91,45,晴/晴,无持续风向≤3级/无持续风向≤3级,9℃/21℃,9,21
2466,重庆,2016-02-26,2016年02月26日,3,70,184,50,76,13,48,0.79,30,多云/晴,无持续风向≤3级/无持续风向≤3级,7℃/17℃,7,17
2465,重庆,2016-02-25,2016年02月25日,3,72,189,51,74,17,55,0.96,16,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/14℃,8,14
2464,重庆,2016-02-24,2016年02月24日,3,59,137,39,57,14,43,0.86,34,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/13℃,8,13
2463,重庆,2016-02-23,2016年02月23日,3,76,202,55,70,7,46,0.95,17,小雨/小雨,无持续风向≤3级/无持续风向≤3级,8℃/12℃,8,12
2462,重庆,2016-02-22,2016年02月22日,3,71,157,51,68,8,37,0.79,34,阴/小雨,无持续风向≤3级/无持续风向≤3级,8℃/11℃,8,11
2461,重庆,2016-02-21,2016年02月21日,4,104,260,77,108,13,39,0.87,36,小雨/小雨,无持续风向≤3级/无持续风向≤3级,8℃/12℃,8,12
2460,重庆,2016-02-20,2016年02月20日,4,103,251,77,99,17,55,1.02,22,阴/阴,无持续风向≤3级/无持续风向≤3级,9℃/14℃,9,14
2459,重庆,2016-02-19,2016年02月19日,3,100,218,74,97,15,59,1.01,36,阴/多云,无持续风向≤3级/无持续风向≤3级,9℃/14℃,9,14
2458,重庆,2016-02-18,2016年02月18日,3,88,266,64,86,15,54,1.08,32,多云/阴,无持续风向≤3级/无持续风向≤3级,7℃/14℃,7,14
2457,重庆,2016-02-17,2016年02月17日,3,76,273,55,72,13,45,0.98,19,多云/多云,无持续风向≤3级/无持续风向≤3级,5℃/11℃,5,11
2456,重庆,2016-02-16,2016年02月16日,3,62,284,44,57,10,37,0.82,18,阴/阴,无持续风向≤3级/无持续风向≤3级,5℃/9℃,5,9
2455,重庆,2016-02-15,2016年02月15日,2,43,159,28,41,8,22,0.59,32,阴/阴,无持续风向≤3级/无持续风向≤3级,5℃/7℃,5,7
2454,重庆,2016-02-14,2016年02月14日,2,34,86,19,31,6,15,0.48,47,小雨/阴,无持续风向≤3级/无持续风向≤3级,4℃/7℃,4,7
2453,重庆,2016-02-13,2016年02月13日,3,58,227,33,61,7,18,0.64,43,阴/小雨,无持续风向≤3级/无持续风向≤3级,5℃/14℃,5,14
2452,重庆,2016-02-12,2016年02月12日,4,127,277,96,112,16,42,1.03,42,阴/阴,无持续风向≤3级/无持续风向≤3级,9℃/16℃,9,16
2451,重庆,2016-02-11,2016年02月11日,4,126,276,95,110,14,44,1.1,44,阴/阴,无持续风向≤3级/无持续风向≤3级,11℃/16℃,11,16
2450,重庆,2016-02-10,2016年02月10日,5,202,350,153,173,18,50,1.3,40,阴/阴,无持续风向≤3级/无持续风向≤3级,10℃/15℃,10,15
2449,重庆,2016-02-09,2016年02月09日,5,203,354,153,174,27,46,1.16,42,阴/阴,无持续风向≤3级/无持续风向≤3级,10℃/16℃,10,16
2448,重庆,2016-02-08,2016年02月08日,1,192,272,149,172,25,40,1.03,55,多云/阴,无持续风向≤3级/无持续风向≤3级,9℃/16℃,9,16
2447,重庆,2016-02-07,2016年02月07日,4,102,259,76,90,15,40,1.07,52,晴/晴,无持续风向≤3级/无持续风向≤3级,7℃/16℃,7,16
2446,重庆,2016-02-06,2016年02月06日,4,107,321,80,97,15,39,1.22,36,多云/多云,无持续风向≤3级/无持续风向≤3级,5℃/13℃,5,13
2445,重庆,2016-02-05,2016年02月05日,4,114,277,85,100,12,50,1.35,14,多云/多云,无持续风向≤3级/无持续风向≤3级,6℃/11℃,6,11
2444,重庆,2016-02-04,2016年02月04日,3,91,209,67,80,12,41,1.15,19,多云/多云,无持续风向≤3级/无持续风向≤3级,6℃/10℃,6,10
2443,重庆,2016-02-03,2016年02月03日,3,80,125,58,68,13,46,1.18,15,阴/小雨,无持续风向≤3级/无持续风向≤3级,6℃/11℃,6,11
2442,重庆,2016-02-02,2016年02月02日,3,66,95,47,55,14,46,1.29,18,阴/多云,无持续风向≤3级/无持续风向≤3级,6℃/8℃,6,8
2441,重庆,2016-02-01,2016年02月01日,2,44,76,30,34,8,38,1.23,11,小雨/小雨,无持续风向≤3级/无持续风向≤3级,5℃/8℃,5,8
2501,重庆,2016-01-31,2016年01月31日,4,107,309,80,92,10,43,1.1,8,小雨/小雨,无持续风向≤3级/无持续风向≤3级,5℃/8℃,5,8
2500,重庆,2016-01-30,2016年01月30日,4,131,305,99,123,14,48,1.22,8,多云/小雨,无持续风向≤3级/无持续风向≤3级,6℃/12℃,6,12
2499,重庆,2016-01-29,2016年01月29日,4,136,298,103,132,20,59,1.03,14,多云/阴,无持续风向≤3级/无持续风向≤3级,5℃/10℃,5,10
2498,重庆,2016-01-28,2016年01月28日,4,124,269,93,118,21,51,0.91,15,阴/阴,无持续风向≤3级/无持续风向≤3级,4℃/9℃,4,9
2497,重庆,2016-01-27,2016年01月27日,4,108,268,80,119,29,64,0.95,11,阴/阴,无持续风向≤3级/无持续风向≤3级,5℃/7℃,5,7
2496,重庆,2016-01-26,2016年01月26日,3,82,244,60,93,21,67,0.87,12,阴/阴,无持续风向≤3级/无持续风向≤3级,4℃/8℃,4,8
2495,重庆,2016-01-25,2016年01月25日,3,59,143,40,63,15,44,0.72,28,多云/阴,无持续风向≤3级/无持续风向≤3级,2℃/8℃,2,8
2494,重庆,2016-01-24,2016年01月24日,2,47,104,31,42,11,28,0.56,36,多云/多云,无持续风向≤3级/无持续风向≤3级,-1℃/6℃,-1,6
2493,重庆,2016-01-23,2016年01月23日,2,41,82,28,33,9,30,0.62,29,雨夹雪/阴,无持续风向≤3级/无持续风向≤3级,-1℃/2℃,-1,2
2492,重庆,2016-01-22,2016年01月22日,2,42,106,29,35,11,31,0.94,14,小雨/雨夹雪,无持续风向≤3级/无持续风向≤3级,1℃/7℃,1,7
2491,重庆,2016-01-21,2016年01月21日,3,64,191,45,54,12,37,1.11,9,小雨/小雨,无持续风向≤3级/无持续风向≤3级,4℃/8℃,4,8
2490,重庆,2016-01-20,2016年01月20日,3,79,178,57,75,15,43,1.13,23,小雨/小雨,无持续风向≤3级/无持续风向≤3级,6℃/9℃,6,9
2489,重庆,2016-01-19,2016年01月19日,3,95,199,71,96,22,51,1.3,11,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/11℃,8,11
2488,重庆,2016-01-18,2016年01月18日,4,110,254,82,107,20,58,1.52,11,多云/阴,无持续风向≤3级/无持续风向≤3级,8℃/12℃,8,12
2487,重庆,2016-01-17,2016年01月17日,3,93,212,69,92,19,48,1.41,17,多云/雾,无持续风向≤3级/无持续风向≤3级,7℃/14℃,7,14
2486,重庆,2016-01-16,2016年01月16日,3,91,177,67,86,18,45,1.33,14,小雨/阴,无持续风向≤3级/无持续风向≤3级,7℃/11℃,7,11
2485,重庆,2016-01-15,2016年01月15日,3,90,174,66,90,22,52,1.39,15,多云/小雨,无持续风向≤3级/无持续风向≤3级,8℃/12℃,8,12
2484,重庆,2016-01-14,2016年01月14日,3,86,186,63,80,16,45,1.37,10,小雨/阴,无持续风向≤3级/无持续风向≤3级,7℃/10℃,7,10
2483,重庆,2016-01-13,2016年01月13日,3,60,144,42,60,22,42,1.2,10,阴/小雨,无持续风向≤3级/无持续风向≤3级,9℃/10℃,9,10
2482,重庆,2016-01-12,2016年01月12日,2,46,108,31,45,15,37,1.1,11,小雨/阴,无持续风向≤3级/无持续风向≤3级,8℃/11℃,8,11
2481,重庆,2016-01-11,2016年01月11日,3,65,189,46,60,18,39,1.4,11,多云/阴,无持续风向≤3级/无持续风向≤3级,9℃/13℃,9,13
2480,重庆,2016-01-10,2016年01月10日,3,63,119,45,59,17,41,1.45,5,小雨/阴,无持续风向≤3级/无持续风向≤3级,7℃/11℃,7,11
2479,重庆,2016-01-09,2016年01月09日,2,48,56,33,41,14,37,1.31,6,小雨/小雨,无持续风向≤3级/无持续风向≤3级,8℃/10℃,8,10
2478,重庆,2016-01-08,2016年01月08日,2,36,28,24,33,13,35,1.23,9,阴/小雨,无持续风向≤3级/无持续风向≤3级,8℃/10℃,8,10
2477,重庆,2016-01-07,2016年01月07日,3,59,140,41,52,19,37,1.54,6,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/12℃,8,12
2476,重庆,2016-01-06,2016年01月06日,3,99,254,73,92,18,49,2.67,6,小雨/小雨,无持续风向≤3级/无持续风向≤3级,9℃/12℃,9,12
2475,重庆,2016-01-05,2016年01月05日,4,104,271,78,97,20,53,1.73,18,多云/多云,无持续风向≤3级/无持续风向≤3级,9℃/16℃,9,16
2474,重庆,2016-01-04,2016年01月04日,1,199,292,153,189,27,61,1.95,17,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/14℃,8,14
2473,重庆,2016-01-03,2016年01月03日,1,187,275,142,184,21,62,1.78,12,阴/小雨,无持续风向≤3级/无持续风向≤3级,9℃/13℃,9,13
2472,重庆,2016-01-02,2016年01月02日,1,182,272,137,176,22,64,1.7,19,晴/晴,无持续风向≤3级/无持续风向≤3级,8℃/14℃,8,14
2471,重庆,2016-01-01,2016年01月01日,1,172,292,130,159,28,55,1.56,11,阴/阴,无持续风向≤3级/无持续风向≤3级,9℃/13℃,9,13
2533,重庆,2015-12-31,2015年12月31日,1,173,270,131,172,27,63,1.74,8,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/13℃,8,13
2532,重庆,2015-12-30,2015年12月30日,1,178,276,134,178,27,66,1.76,6,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/11℃,8,11
2531,重庆,2015-12-29,2015年12月29日,4,148,266,112,149,23,55,1.59,8,阴/阴,无持续风向≤3级/无持续风向≤3级,8℃/10℃,8,10
2530,重庆,2015-12-28,2015年12月28日,4,110,239,82,111,18,46,1.24,9,阴/小雨,无持续风向≤3级/无持续风向≤3级,7℃/11℃,7,11
2529,重庆,2015-12-27,2015年12月27日,3,95,239,70,93,15,44,1.17,21,雾/多云,无持续风向≤3级/无持续风向≤3级,7℃/14℃,7,14
2528,重庆,2015-12-26,2015年12月26日,3,95,203,70,94,17,50,1.21,13,多云/多云,无持续风向≤3级/无持续风向≤3级,5℃/12℃,5,12
2527,重庆,2015-12-25,2015年12月25日,3,86,184,63,90,22,51,1.2,9,阴/阴,无持续风向≤3级/无持续风向≤3级,7℃/11℃,7,11
2526,重庆,2015-12-24,2015年12月24日,4,105,217,78,106,25,50,1.13,9,小雨/阴,无持续风向≤3级/无持续风向≤3级,8℃/10℃,8,10
2525,重庆,2015-12-23,2015年12月23日,4,114,158,85,120,30,56,1.43,4,阴/小雨,无持续风向≤3级/无持续风向≤3级,7℃/11℃,7,11
2524,重庆,2015-12-22,2015年12月22日,3,99,143,73,102,28,54,1.24,12,阴/阴,无持续风向≤3级/无持续风向≤3级,6℃/11℃,6,11
2523,重庆,2015-12-21,2015年12月21日,3,83,106,60,86,22,46,0.95,13,阴/阴,无持续风向≤3级/无持续风向≤3级,7℃/10℃,7,10
2522,重庆,2015-12-20,2015年12月20日,3,70,82,50,68,28,42,0.87,14,阴/阴,无持续风向≤3级/无持续风向≤3级,6℃/10℃,6,10
2521,重庆,2015-12-19,2015年12月19日,3,61,95,42,54,22,37,0.72,13,小雨/小雨,无持续风向≤3级/无持续风向≤3级,6℃/8℃,6,8
2520,重庆,2015-12-18,2015年12月18日,3,51,72,34,50,22,44,0.77,16,阴/小雨,无持续风向≤3级/无持续风向≤3级,6℃/10℃,6,10
2519,重庆,2015-12-17,2015年12月17日,3,63,213,45,68,26,44,0.98,16,晴/阴,无持续风向≤3级/无持续风向≤3级,6℃/12℃,6,12
2518,重庆,2015-12-16,2015年12月16日,3,52,164,36,50,17,39,0.85,21,多云/晴,无持续风向≤3级/无持续风向≤3级,5℃/11℃,5,11
2517,重庆,2015-12-15,2015年12月15日,2,35,38,24,29,17,31,0.83,25,小雨/阴,无持续风向≤3级/无持续风向≤3级,5℃/9℃,5,9
2516,重庆,2015-12-14,2015年12月14日,2,47,90,32,39,15,32,1.35,13,小雨/小雨,无持续风向≤3级/无持续风向≤3级,6℃/10℃,6,10
2515,重庆,2015-12-13,2015年12月13日,3,54,112,37,50,12,36,1.29,6,小雨/小雨,无持续风向≤3级/无持续风向≤3级,9℃/12℃,9,12
2514,重庆,2015-12-12,2015年12月12日,2,39,40,25,38,13,37,1.0,14,小雨/小雨,无持续风向≤3级/无持续风向≤3级,9℃/13℃,9,13
2513,重庆,2015-12-11,2015年12月11日,3,94,213,69,89,21,41,0.95,18,小雨/小雨,无持续风向≤3级/无持续风向≤3级,12℃/14℃,12,14
2512,重庆,2015-12-10,2015年12月10日,4,145,286,109,150,37,62,1.33,8,多云/小雨,无持续风向≤3级/无持续风向≤3级,11℃/16℃,11,16
2511,重庆,2015-12-09,2015年12月09日,4,144,290,109,145,35,59,1.33,7,阴/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2510,重庆,2015-12-08,2015年12月08日,3,72,161,51,78,23,52,1.05,14,阴/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2509,重庆,2015-12-07,2015年12月07日,3,62,134,43,71,16,56,1.1,13,多云/阴,无持续风向≤3级/无持续风向≤3级,9℃/16℃,9,16
2508,重庆,2015-12-06,2015年12月06日,3,57,152,39,56,16,39,1.01,17,多云/多云,无持续风向≤3级/无持续风向≤3级,8℃/14℃,8,14
2507,重庆,2015-12-05,2015年12月05日,2,40,88,27,39,13,39,0.9,12,阴/多云,无持续风向≤3级/无持续风向≤3级,8℃/14℃,8,14
2506,重庆,2015-12-04,2015年12月04日,3,56,153,38,56,13,36,0.87,20,小雨/小雨,无持续风向≤3级/无持续风向≤3级,9℃/13℃,9,13
2505,重庆,2015-12-03,2015年12月03日,3,85,298,63,80,16,39,1.37,5,阴/小雨,无持续风向≤3级/无持续风向≤3级,10℃/15℃,10,15
2504,重庆,2015-12-02,2015年12月02日,3,81,208,59,73,15,42,1.19,11,小雨/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2503,重庆,2015-12-01,2015年12月01日,3,96,216,71,94,19,41,1.35,6,阴/阴,无持续风向≤3级/无持续风向≤3级,12℃/14℃,12,14
2564,重庆,2015-11-30,2015年11月30日,3,88,195,64,89,18,42,1.36,7,多云/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2563,重庆,2015-11-29,2015年11月29日,3,76,148,55,77,19,40,1.24,13,多云/多云,无持续风向≤3级/无持续风向≤3级,10℃/16℃,10,16
2562,重庆,2015-11-28,2015年11月28日,3,67,136,48,66,18,36,1.2,4,小雨/多云,无持续风向≤3级/无持续风向≤3级,10℃/14℃,10,14
2561,重庆,2015-11-27,2015年11月27日,3,62,174,43,61,15,37,1.38,5,阴/小雨,无持续风向≤3级/无持续风向≤3级,11℃/14℃,11,14
2560,重庆,2015-11-26,2015年11月26日,3,66,250,46,67,19,39,1.75,4,阴/阴,无持续风向≤3级/无持续风向≤3级,11℃/15℃,11,15
2559,重庆,2015-11-25,2015年11月25日,2,41,97,28,42,12,35,1.55,5,多云/多云,无持续风向≤3级/无持续风向≤3级,11℃/16℃,11,16
2558,重庆,2015-11-24,2015年11月24日,2,40,164,26,38,11,27,1.43,5,小雨/阴,无持续风向≤3级/无持续风向≤3级,12℃/20℃,12,20
2557,重庆,2015-11-23,2015年11月23日,3,51,211,32,52,14,31,1.2,10,阴/小雨,无持续风向≤3级/无持续风向≤3级,13℃/18℃,13,18
2556,重庆,2015-11-22,2015年11月22日,3,76,318,54,84,18,42,1.34,5,阴/阴,无持续风向≤3级/无持续风向≤3级,17℃/21℃,17,21
2555,重庆,2015-11-21,2015年11月21日,3,59,167,39,64,17,38,1.29,14,多云/阴,无持续风向≤3级/无持续风向≤3级,16℃/21℃,16,21
2554,重庆,2015-11-20,2015年11月20日,3,65,187,45,74,21,42,1.53,7,多云/多云,无持续风向≤3级/无持续风向≤3级,15℃/20℃,15,20
2553,重庆,2015-11-19,2015年11月19日,3,58,185,40,62,18,28,1.34,3,阴/多云,无持续风向≤3级/无持续风向≤3级,15℃/18℃,15,18
2552,重庆,2015-11-18,2015年11月18日,3,70,285,50,79,17,33,1.39,3,阴/小雨,无持续风向≤3级/无持续风向≤3级,15℃/17℃,15,17
2551,重庆,2015-11-17,2015年11月17日,3,58,169,40,59,13,34,1.2,7,小雨/阴,无持续风向≤3级/无持续风向≤3级,16℃/18℃,16,18
2550,重庆,2015-11-16,2015年11月16日,3,80,259,58,78,15,38,1.41,7,阴/小雨,无持续风向≤3级/无持续风向≤3级,15℃/19℃,15,19
2549,重庆,2015-11-15,2015年11月15日,3,75,208,54,73,11,38,1.31,10,阴/阴,无持续风向≤3级/无持续风向≤3级,14℃/17℃,14,17
